name,lat,lng,type,state,district
Little Lions,13.0644892,77.6408288,preschool,,
I Play I Learn,13.072543,77.6030995,preschool,,
Patricks,16.2916692,80.4500997,preschool,,
morning star E.M school,15.4579887,78.4360283,preschool,,
zph school,15.4477055,78.4394234,preschool,,
zph school,15.4495494,78.4338859,preschool,,
global art,10.0245013,76.3400259,preschool,,
kunhambu memorial,12.3200326,75.0941727,preschool,,
chungath school,10.6412299,76.0496862,preschool,,
Jayshree Periwal Pre School,26.9004143,75.731453,preschool,,
Preschool,18.7472907,73.877649,preschool,,
Preschool,18.7463025,73.8610173,preschool,,
Erena,8.5602264,76.9011356,preschool,,
Bachpan Play School,17.4430851,78.3859269,preschool,,
EuroKids Pre-School Madhapur,17.4470111,78.3869598,preschool,,
New York Academy,17.4332974,78.3999574,preschool,,
KidsHub - Eager Kids Montessori,17.4431694,78.3903144,preschool,,
Happy Cubs Preschool,17.4389174,78.3905617,preschool,,
Primavera PreSchool,17.4468669,78.3934218,preschool,,
"The Singing Bowl - Preschool, Daycare and Activity Centre",17.4462302,78.3932402,preschool,,
Cremon - Montessori School,17.4484155,78.3906399,preschool,,
"Meridian Kids, Jubilee Hills",17.4342367,78.4021535,preschool,,
Janatha,10.6399315,76.0622518,preschool,,
preliminary school,10.4944176,76.1663214,preschool,,
nest internatinal pre school,10.5367785,76.2083075,preschool,,
bluebell montesory pre school,10.5291358,76.2259462,preschool,,
kidzee pre school,10.5324761,76.2220578,preschool,,
rasmi playschool,10.5329054,76.222721,preschool,,
Kairaly Anganavaadi Muthrathikkara,10.3957805,76.2670421,preschool,,
Madrassa,11.166382,76.1114788,preschool,,
Rising Stars Playway School,30.9275666,75.8166712,preschool,,
Anganvadi,10.3340614,76.1201221,preschool,,
sathkala samsarika nilayam,10.6182931,76.1125654,preschool,,
sree kv darmarajan smaraka kindergarden,10.6227917,76.1163651,preschool,,
Jyothis Kindergarden,10.635934,76.1186,preschool,,
K P Aravinthakshan Smaraka Kindergarden,10.6297224,76.1262096,preschool,,
kindergarden,8.507412,77.0881478,preschool,,
St.Johns matric Hr. Sec school,11.6695787,78.1498969,preschool,,
holy Angels matric Hr.sec school,11.6700771,78.150083,preschool,,
Kid's Castle Preschool,12.972759,77.680127,preschool,,
Preschool,15.6302319,73.7478866,preschool,,
St. Peter's Kindergarten,19.054381,72.8310483,preschool,,
Apple Kids International Pre School,12.9995256,77.5478742,preschool,,Bengaluru Urban
Elemenopy,13.0542403,80.2465591,preschool,,
Footprints,13.054456,80.2474328,preschool,,
Little Me Academy,12.9960993,77.550948,preschool,,
Ipsaa Day Care,12.9651051,77.5976117,preschool,,
Girls Town,9.651852,76.6648071,preschool,,
Preschool,9.4482518,76.543216,preschool,,
Kinder Garten,12.3206243,75.0945206,preschool,,
Loveshore Kindergarden,8.4617541,76.9514241,preschool,,
MET Pre School Ground,10.9878038,76.4690743,preschool,,
first step,12.9125653,77.6090271,preschool,,
My Happy Place,18.9697009,72.8161877,preschool,,
